Province,District,Recency District,Facility,DATIM Site Name,DATIM Org ID,Facility ID
Masvingo,Chiredzi,Chiredzi,Chikombedzi Mission Hospital,Chikombedzi - 100188 - Hospital,ezd2O5cLGKR,ZW08020B
Masvingo,Chiredzi,Chiredzi,Nyangambe Rural Health Centre,Nyangambe - 101365 - Clinic,qvDZsNpDxFc,ZW080210
Masvingo,Chiredzi,Chiredzi,Faversham Clinic,Faversham - 100465 - Clinic,fHlFvOJjEZa,ZW080211
Masvingo,Chiredzi,Chiredzi,Old Boli Rural Health Centre,Old Boli Rural Health Centre,oLYfhFAgFiM,ZW080212
Masvingo,Chiredzi,Chiredzi,Samu Rural Health Centre,Samu - 101518 - Clinic,YZNLtCPMaHT,ZW080213
Masvingo,Chiredzi,Chiredzi,Pahlela Clinic,Pahlela - 101401 - Clinic,HeZbUZjnuhb,ZW080214
Masvingo,Chiredzi,Chiredzi,Chipiwa Clinic,Chipiwa - 100259 - Clinic,lgDPtblnWoX,ZW080226
Masvingo,Chiredzi,Chiredzi,St Joseph Clinic,St. Joseph - 101630 - Clinic,q3b5EkPCQLi,ZW080227
Masvingo,Chiredzi,Chiredzi,Dumisa Clinic,Dumisa - 100425 - Clinic,jRF48ebIi8o,ZW080228
Masvingo,Chiredzi,Chiredzi,Porepore Clinic,Porepore - 101420 - Clinic,uQ25d2VfGtd,ZW080229
Masvingo,Chiredzi,Chiredzi,Rupangwana Clinic,Rapanguwana - 101442 - Clinic,uh35NSt2dAR,ZW080230
Masvingo,Chiredzi,Chiredzi,Chitsa Clinic,Chitsa - 100300 - Clinic,Z2jeuNuhkJQ,ZW080232
Masvingo,Chiredzi,Chiredzi,Tshovani Clinic,Tsovani - 101715 - Clinic,g7P5iJOCBdW,ZW080233
Masvingo,Chiredzi,Chiredzi,Makambe Clinic,Makambe - 100839 - Clinic,rBSC8oca3nk,ZW080234
Masvingo,Chiredzi,Chiredzi,Chompani Clinic,Chomopani - 100330 - Clinic,V7g1YWWJjww,ZW080235
Masvingo,Chiredzi,Chiredzi,Gudo RHC,Gudo Clinic,vXMawvhiVWc,ZW080237
Masvingo,Chiredzi,Chiredzi,Mkwasine Clinic,Mkwasine - 101025 - Clinic,bUgKeujjHs0,ZW080282
Masvingo,Chiredzi,Chiredzi,Damarakanaka Clinic,Damarakanaka - 100358 - Clinic,zEztqtVfvls,ZW080291
Masvingo,Chiredzi,Chiredzi,Chingele Clinic,Chingele - 100227 - Clinic,Q3ugvdCRvpY,ZW080292
Masvingo,Chivi,Chivi,Chigwikwi Rural Health Centre,Chigwikwi - 100179 - Rural Health Centre,uCEsnsec9SL,ZW080302
Masvingo,Chivi,Chivi,Mandamabwe Rural Health Centre,Mhandamabwe - 101011 - Rural Health Centre,d507u4dhfug,ZW080303
Masvingo,Chivi,Chivi,Ngundu Rural Health Centre,Ngundu - 101258 - Rural Health Centre,TEsXYdnUcfu,ZW080304
Masvingo,Chivi,Chivi,Razi Rural Health Centre,Razi - 101444 - Rural Health Centre,n4tZ9FiLuGP,ZW080305
Masvingo,Chivi,Chivi,Takavarasha Rural Health Centre,Takavarasha - 101671 - Rural Health Centre,tnAAI1FRv9X,ZW080307
Masvingo,Chivi,Chivi,Nyahombe Rural Health Centre,Nyahombe - 101316 - Clinic,Wvse2gr2oTW,ZW080308
Masvingo,Chivi,Chivi,Chivi District Hospital,Chivi - 100317 - District Hospital,laeJBf3k7tI,ZW08030A
Masvingo,Chivi,Chivi,Chivi Rural Hospital,Chivi - 100319 - Rural Hospital,BbcsNsBiQJM,ZW08030B
Masvingo,Chivi,Chivi,Berejena Mission Hospital,Berejena - 100060 - Mission Clinic,TKcNzGxZmGw,ZW08030C
Masvingo,Chivi,Chivi,Chasiyatende Clinic,Chasiyatende Clinic,UN9Jg1BwqT5,ZW080317
Masvingo,Chivi,Chivi,Madzivadondo Clinic,Madzivadondo - 100813 - Clinic,XxCEgT27X8h,ZW080319
Masvingo,Chivi,Chivi,Chirogwe Clinic,Chirongwe - 100272 - Clinic,PwTUs91whQ3,ZW080321
Masvingo,Chivi,Chivi,Zivuku Clinic,Ziviku - 101812 - Clinic,qlF46STsFVq,ZW080324
Masvingo,Chivi,Chivi,Vuranda Clinic,Varanda - 101752 - Rural Health Centre,x6Odi9BQi29,ZW080325
Masvingo,Chivi,Chivi,Davira Clinic,Davira - 100374 - Clinic,aGhPTFxnILJ,ZW080326
Masvingo,Chivi,Chivi,Madamombe Clinic,Madamombe Clinic,xHLQ0UWCPsR,ZW080327
Masvingo,Chivi,Chivi,Shindi Satellite Clinic,Shindi - 101562 - Clinic,ZjbT0mVOxhT,ZW080328
Masvingo,Chivi,Chivi,Vutete Health Centre,Utete - 101730 - Clinic,LnBI34VkdXc,ZW080333
Masvingo,Chivi,Chivi,ma Chidyamakono Clinic,Chidyamakono - 101913 - Clinic,t0FJDGAu6fL,ZW080335
Masvingo,Chivi,Chivi,Chivi Mission Clinic,Chivi - 100318 - Mission Clinic,ZPy0zZuQJHc,ZW080391
Masvingo,Gutu,Gutu,Mushaviri Rural Health Centre,Mushaviri - 101144 - Clinic,tJksCYMUYHm,ZW080401
Masvingo,Gutu,Gutu,Majada Rural Health Centre,Majarada - 100833 - Rural Health Centre,ys2RKCMd2KW,ZW080402
Masvingo,Gutu,Gutu,Matizha Rural Health Centre,Matizha - 100954 - Clinic,onzEz7OrfEc,ZW080403
Masvingo,Gutu,Gutu,Mutema Rural Health Centre,Mutema - 101172 - Clinic,LaR6odJIgbC,ZW080404
Masvingo,Gutu,Gutu,Nemashakwe Rural Health Centre,Nemashakwe - 101224 - Clinic,vJvZoHHCXoL,ZW080405
Masvingo,Gutu,Gutu,Soti Source Rural Health Centre,Soti Source - 101615 - Clinic,whCKffBHhqi,ZW080406
Masvingo,Gutu,Gutu,Chitando Rural Health Centre,Chitando - 100287 - Rural Health Centre,lO6DFAvjICL,ZW080408
Masvingo,Gutu,Gutu,Zvavahera Rural Health Centre,Zvavahera - 101824 - Clinic,diROooYxyaE,ZW080409
Masvingo,Gutu,Gutu,Gutu Rural Hospital,Gutu Rural - 100558 - Clinic,hhrSCqMznTy,ZW08040A
Masvingo,Gutu,Gutu,Chimombe Rural Hospital,Chimombe - 100215 - Rural Hospital,kaYiMIvMi6q,ZW08040B
Masvingo,Gutu,Gutu,Chinyika Rural Hospital,Chinyika - 100243 - Rural Health Centre,gQu3bUzI3bn,ZW08040D
Masvingo,Gutu,Gutu,Gutu Mission Hospital,Gutu - 100557 - Mission Hospital,lMPbb0M4NRu,ZW08040E
Masvingo,Gutu,Gutu,Guni Clinic,Guni - 100549 - Clinic,OQocNmXdE6i,ZW08040F
Masvingo,Gutu,Gutu,Cheshuro Clinic,Cheshuro - 100161 - Clinic,BXwx8ekYJ5Z,ZW080425
Masvingo,Gutu,Gutu,Denhere Clinic,Denhere - 100380 - Clinic,E2KrijxLbKp,ZW080426
Masvingo,Gutu,Gutu,Dewure Clinic,Devure - 100387 - Mission Clinic,VYPAMdNSEQf,ZW080427
Masvingo,Gutu,Gutu,Magombedze Clinic,Magombedze - 100822 - Clinic,jXnqxdI0Xk4,ZW080428
Masvingo,Gutu,Gutu,Mazuru Clinic,Mazura - 100985 - Clinic,AGkV135CYcT,ZW080429
Masvingo,Gutu,Gutu,Munyikwa Clinic,Munyikwa - 101114 - Rural Health Centre,xclPYKg6TTi,ZW080430
Masvingo,Gutu,Gutu,Nyazvidzi Clinic,Nyazvidzi - 101382 - Clinic,CSJhvKnvviY,ZW080431
Masvingo,Gutu,Gutu,Zinhata Clinic,Zinhata - 101809 - Clinic,zlK0QVfBy4S,ZW080432
Masvingo,Gutu,Gutu,Tirizi Satellite Clinic,Tirizi - 101689 - Clinic,RxO8k3zae2W,ZW080433
Masvingo,Gutu,Gutu,Chiwore Rural Health Centre,Chiwore - 100325 - Clinic,oqJB2RrFjGD,ZW080434
Masvingo,Gutu,Gutu,Magombedze Chitsa Clinic,Magombedze Chitsa Rural Health Centre,bNtcLJVMOwP,ZW080435
Masvingo,Gutu,Gutu,Chepiri Clinic,Chepiri - 100160 - Clinic,zDO70UxzQ52,ZW080436
Masvingo,Gutu,Gutu,Dambara Clinic,Dambara - 100360 - Clinic,TBPY2CXSDF6,ZW080437
Masvingo,Gutu,Gutu,Mataruse Clinic,Mataruse - 100945 - Clinic,WXuXiKIOPTi,ZW080438
Masvingo,Gutu,Gutu,Serima Mission Hospital,Serima - 101542 - Mission Hospital,TzcYG8P3r5t,ZW080491
Masvingo,Gutu,Gutu,Mutero Mission Hospital,Mutero - 101175 - Mission Clinic,rAsVeklMvZ9,ZW080492
Masvingo,Gutu,Gutu,Mukaro Mission Hospital,Mukaro Mission Hospital,uRQRDAtXAZE,ZW080493
Masvingo,Masvingo,Masvingo,Mukosi Rural Health Centre,Mukosi - 101100 - Clinic,AUU2Za6iKUr,ZW080502
Masvingo,Masvingo,Masvingo,Musvovi Rural Health Centre,Musvovi - 101158 - Clinic,qWZgejuypcm,ZW080504
Masvingo,Masvingo,Masvingo,Mushandike Rural Health Centre,Mushandike - 101142 - Clinic,bGVZqTZYySb,ZW080503
Masvingo,Masvingo,Masvingo,Nemamwa Rural Health Centre,Nemwanwa - 101228 - Clinic,BYmITScQJL8,ZW080506
Masvingo,Masvingo,Masvingo,Nyikavanhu Rural Health Centre,Nyikavanhu - 101386 - Rural Health Centre,EQMIsSwYCJE,ZW080507
Masvingo,Masvingo,Masvingo,Masvingo Provincial Hospital,Masvingo - 100937 - General Hospital,OwDR7D9U5Iq,ZW08050A
Masvingo,Masvingo,Masvingo,Nyajena Rural Hospital,Nyajena - 101321 - Rural Hospital,RTubzXUovqL,ZW08050C
Masvingo,Masvingo,Masvingo,Morgenster Mission Hospital,Mogenester - 101030 - Mission Hospital,J4lnaGjZpej,ZW08050D
Masvingo,Masvingo,Masvingo,Gokomere Mission Clinic,Gokomere - 100512 - Clinic,vQIAHTp5Tc7,ZW08050E
Masvingo,Masvingo,Masvingo,Summerton Rural Health Centre,Summerton - 101656 - Clinic,baRAS8w9gmR,ZW080512
Masvingo,Masvingo,Masvingo,Charumbira Clinic,Charumbira - 100141 - Clinic,TmpVq0GSnlG,ZW080525
Masvingo,Masvingo,Masvingo,Chatikobo Clinic,Chatikobo - 100144 - Clinic,DthvHWxwhl8,ZW080526
Masvingo,Masvingo,Masvingo,Gundura Clinic,Gundura - 100546 - Clinic,hIQLu7ZOrfq,ZW080527
Masvingo,Masvingo,Masvingo,Mapanzure Clinic,Mapanzure - 100884 - Clinic,yPQXMrWCQ8C,ZW080528
Masvingo,Masvingo,Masvingo,Bere Clinic,Bere - 100059 - Clinic,FUoqhbrAxqB,ZW080530
Masvingo,Masvingo,Masvingo,Murinye Clinic,Murinye - 101132 - Clinic,uYEnUHn5H1C,ZW080531
Masvingo,Masvingo,Masvingo,Rukovo Clinic,Rukovo - 101470 - Clinic,epPROUCXfAX,ZW080532
Masvingo,Masvingo,Masvingo,Shumba Clinic,Shumba - 101569 - Clinic,P6v8ImHzR3c,ZW080533
Masvingo,Masvingo,Masvingo,Zimuto BC Clinic,Zimuto BC-101885-Clinic,l3E01g797F0,ZW080534
Masvingo,Masvingo,Masvingo,Mucheke Clinic,Mucheke - 101077 - Clinic,PPyDaHmqOoL,ZW080535
Masvingo,Masvingo,Masvingo,Zano Clinic,Zano - 101781 - Clinic,RPaFuf61WaI,ZW080536
Masvingo,Masvingo,Masvingo,Guwa Rural Health Centre,Guwa - 100559 - Clinic,swgwGmtq9YH,ZW080540
Masvingo,Masvingo,Masvingo,Gurajena Rural Health Centre,Gurajena - 100551 - Hospital,Oqk09GQNE6K,ZW080541
Masvingo,Masvingo,Masvingo,Nyamande Clinic,Nyamande - 101330 - Clinic,v5kcc0wO1Rj,ZW080542
Masvingo,Masvingo,Masvingo,Zvamahande Clinic,Zvamahande - 101821 - Rural Health Centre,bfcqsUA785y,ZW080543
Masvingo,Masvingo,Masvingo,Ngomahuru Rural Health Centre,Ngomahuru - 101253 - Rural Health Centre,O7ozICEgzWS,ZW080544
Masvingo,Masvingo,Masvingo,Renco Mine Clinic,Renco - 101449 - Mine Clinic,qU8ZCeQVNaR,ZW080576
Masvingo,Masvingo,Masvingo,Rujeko Clinic,Rujeko - 101468 - Clinic,wQ9HjnprvIf,ZW080582
Masvingo,Masvingo,Masvingo,Runyararo Clinic,Runyararo - 101473 - Clinic,j0Sp4T1CCZR,ZW080583
Masvingo,Masvingo,Masvingo,Bondolfi Clinic,Bondolfi - 100082 - Rural Hospital,shU0JKeINLz,ZW080591
Masvingo,Masvingo,Masvingo,Shonganiso Clinic,Shonganiso - 101566 - Clinic,Ktj9CxKCM5h,ZW080592
Masvingo,Masvingo,Masvingo,Zimuto Mission Clinic,Zimuto - 101864 -Clinic,jxhWSl9Wogp,ZW080593
Masvingo,Mwenezi,Mwenezi,Chimbudzi Rural Health Centre,Chimbudzi - 100211 - Clinic,bA0TiXkTzDI,ZW080601
Masvingo,Mwenezi,Mwenezi,Chirindi Rural Health Centre,Chirindi - 100268 - Clinic,KGODrJyUU0d,ZW080602
Masvingo,Mwenezi,Mwenezi,Chizumba Rural Health Centre,Chizumba - 100328 - Clinic,fil4aqGSpkM,ZW080603
Masvingo,Mwenezi,Mwenezi,Maranda Sub Rural Health Centre,Maranda -101865 -Sub-Clinic,mtHydPyChpG,ZW080604
Masvingo,Mwenezi,Mwenezi,Nehanda Rural Health Centre,Nehanda - 101222 - Clinic,yzw2HRX9Prn,ZW080605
Masvingo,Mwenezi,Mwenezi,Rutenga Clinic,Rutenga - 101488 - Clinic,KSeMcOy1Blg,ZW080606
Masvingo,Mwenezi,Mwenezi,Chingwizi Clinic,Chingwizi - 100230 - Satelite Clinic,GUyrKhGPkmB,ZW080608
Masvingo,Mwenezi,Mwenezi,Neshuro District Hospital,Neshuro - 101232 - District Hospital,L1NXyIXr4Xi,ZW08060A
Masvingo,Mwenezi,Mwenezi,Matibi Mission Hospital,Matibi - 100952 - Mission Hospital,rGj6vwocIr0,ZW08060B
Masvingo,Mwenezi,Mwenezi,Mazetese Clinic,Mazetese - 100976 - Clinic,cryqOuYCTo9,ZW080625
Masvingo,Mwenezi,Mwenezi,Mushava Clinic,Mushava - 101143 - Clinic,Sd1voKwxJhS,ZW080627
Masvingo,Mwenezi,Mwenezi,Mwenezi Clinic,Mwenezi - 101000 - Council Clinic,nNRxlONErnx,ZW080628
Masvingo,Mwenezi,Mwenezi,Murove Clinic,Murove - 101136 - Clinic,W9zXilUTape,ZW080629
Masvingo,Mwenezi,Mwenezi,Mlelezi Clinic,Mulelesi - 101104 - Clinic,VQBNHdBY781,ZW080630
Masvingo,Mwenezi,Mwenezi,Boterere Clinic,Boterere - 100089 - Rural Health Centre,XIv6Q7a9F0J,ZW080631
Masvingo,Mwenezi,Mwenezi,Marinda Clinic,Marinda - 100898 - Rural Health Centre,YY58oZC8vq5,ZW080632
Masvingo,Mwenezi,Mwenezi,Munyamani Rural Health Centre,Munyamani Rural Health Centre,KaZSdnHLBYC,ZW080633
Masvingo,Mwenezi,Mwenezi,Mwenezana Clinic,Mwenezana - 101197 - Clinic,eNq2hEBUbBx,ZW080682
Masvingo,Mwenezi,Mwenezi,G and N Clinic,G&N Clinic - 100481 - Clinic,xXvAFa6LVPB,ZW080683
Masvingo,Mwenezi,Mwenezi,Maranda Clinic,Maranda Clinic,SmaTd211zbm,ZW080691
Masvingo,Mwenezi,Mwenezi,Lundi Clinic,Lundi - 100778 - Clinic,uZxyGTs0zwb,ZW080692
Masvingo,Zaka,Zaka,Chipinda Rural Health Centre,Chipinda - 100254 - Rural Health Centre,UjPKTFDVqUE,ZW080701
Masvingo,Zaka,Zaka,Harava Rural Health Centre,Harava - 100583 - Rural Health Centre,s0NGujuznMj,ZW080702
Masvingo,Zaka,Zaka,Nemauku Rural Health Centre,Nemauku - 101225 - Clinic,WGJRn7abY4N,ZW080703
Masvingo,Zaka,Zaka,Svuure Rural Health Centre,Svuvure - 101665 - Rural Health Hospital,USZm9peQXTh,ZW080704
Masvingo,Zaka,Zaka,Zibwowa Rural Health Centre,Zibwowa - 101795 - Private Clinic,w4buke8xk7w,ZW080705
Masvingo,Zaka,Zaka,Ndanga District Hospital,Ndanga - 101210 - Hospital,ZlQRjkoXG9b,ZW08070A
Masvingo,Zaka,Zaka,Musiso Mission Hospital,Musiso - 101153 - Mission Hospital,mJ9eUB3If4W,ZW08070C
Masvingo,Zaka,Zaka,Bota Clinic,Bota - 100088 - Clinic,Ns9TN1yfjMZ,ZW080725
Masvingo,Zaka,Zaka,Bvukururu Clinic,Bvukururu - 100110 - Clinic,S6noqN7rl9N,ZW080726
Masvingo,Zaka,Zaka,Chinyabako Clinic,Chinyabako - 100238 - Clinic,uuD4wwSkIeT,ZW080727
Masvingo,Zaka,Zaka,Chiredzana Clinic,Chiredzana - 100263 - Clinic,m1d3Az0zvDK,ZW080729
Masvingo,Zaka,Zaka,Fube Clinic,Fuve - 100480 - Clinic,ifRp2NyE9bf,ZW080730
Masvingo,Zaka,Zaka,Jichidza Council Clinic,Jichidza -101867 - Council Clinic,FIVfQy6uvyY,ZW080732
Masvingo,Zaka,Zaka,Mushaya Clinic,Mushaya - 101145 - Clinic,Dsxy9OYWGra,ZW080733
Masvingo,Zaka,Zaka,Gumbo,Gumbo - 100541 - Clinic,dVYZfmaQlZu,ZW080734
Masvingo,Zaka,Zaka,Nhema Clinic,Nhema - 101268 - Clinic,JAnao9byjMH,ZW080735
Masvingo,Zaka,Zaka,Nyakunhuwa Clinic,Nyakunhuwa - 101325 - Clinic,TnFsY7jz1e9,ZW080736
Masvingo,Zaka,Zaka,Siyawareva Clinic,Siyawareva - 101609 - Clinic,IZd8YJZuStE,ZW080737
Masvingo,Zaka,Zaka,Veza Clinic,Veza - 101736 - Clinic,g9tFVjxzZDT,ZW080738
Masvingo,Zaka,Zaka,Jerera Satellite Clinic,Jerera - 100659 - Satelite Clinic,PMfFMZIrZm5,ZW080739
Masvingo,Zaka,Zaka,Mageza Clinic,Mageza - 100820 - Rural Health Centre,j242MePofT5,ZW080740
Masvingo,Zaka,Zaka,Mandhloro Clinic,Madhloro Clinic,DOzFx349RDV,ZW080741
Masvingo,Zaka,Zaka,Machiva,Machiva Clinic,lV9XsdZFQJO,ZW080742
Masvingo,Zaka,Zaka,Jichidza Mission Clinic,Jichidza - 100662 - Mission Clinic,MN5sIO2VqYH,ZW080791
Mat North,Bubi,Bubi,Fasinoni,Fanison - 100461 - Rural Health Centre,UhdvTazmVfs,ZW050225
Matabeleland North,Bubi,Bubi,Siganda Clinic,Siganda - 101581 - Clinic,u4ZGqUHSJmi,ZW0502026
Matabeleland North,Bubi,Bubi,Majiji Clinic,Majiji - 100834 - Clinic,htZ51X0NqzW,ZW0502028
Matabeleland North,Bubi,Bubi,Mdutshane Rural Health Centre,Mdutshane - 101002 - Clinic,wEobN4cAAW1,ZW0502030
Matabeleland North,Bubi,Bubi,Inyathi District Hospital,Inyathi - 100642 - District Hospital,fdsEXNvFfWg,ZW05020A
Matabeleland North,Bubi,Bubi,Balanda Clinic,Balanda - 100037 - Rural Health Centre,ED5aIDufB5W,ZW050227
Matabeleland North,Bubi,Bubi,Isabella Mine Clinic,Isabella Mine - 100647 - Mine Clinic,yahjoGsrzyY,ZW050256
Matabeleland North,Bubi,Bubi,Turk Mine Clinic,Turk Mine - 101720 - Mine Clinic,d7pGOe2ANHF,ZW050257
Matabeleland North,Lupane,Lupane,Dandanda Rural Health Centre,Dandanda - 100364 - Clinic,zVFAdwFdTqT,ZW050402
Matabeleland North,Lupane,Lupane,Gomoza Rural Health Centre,Gomoza - 100517 - Rural Health Centre,t9C5ajv1YF5,ZW050404
Matabeleland North,Lupane,Lupane,Lupane Rural Health Centre,Lupane - 100781 - Rural Health Centre,l0QLIoY6x80,ZW050406
Matabeleland North,Lupane,Lupane,Lupaka Clinic,Lupaka - 100780 - Clinic,vEbJJckDzFK,ZW050407
Matabeleland North,Lupane,Lupane,St Paul's Mission Hospital,St. Pauls - 101647 - Mission Hospital,q5VjJBFUXw8,ZW05040A
Matabeleland North,Lupane,Lupane,St Luke's Mission Hospital,St. Lukes - 101645 - Mission Hospital,KXpRiO1yWzB,ZW05040B
Matabeleland North,Lupane,Lupane,Jotsholo Clinic,Jotsholo - 100675 - Clinic,rCYzUIDW7MG,ZW050426
Matabeleland North,Lupane,Lupane,Mdlankuzi Clinic,Mdlankunzi - 101001 - Clinic,HFcVItvEOoB,ZW050427
Matabeleland North,Lupane,Lupane,Lake-Alice Clinic,Lake Alice - 101888 - Clinic,gVkObbofnxN,ZW050428
Matabeleland North,Lupane,Lupane,Gwaai Rural Health Centre,Gwayi Clinic,nEvQQz0S9nn,ZW050492
Matabeleland North,Nkayi,Nkayi,Mateme Rural Health Centre,Mateme - 100949 - Rural Health Centre,k55ILJNLfNh,ZW050502
Matabeleland North,Nkayi,Nkayi,Ngwaladi,Ngwaladi - 101260 - Rural Hospital,hcb4xIy5tim,ZW050503
Matabeleland North,Nkayi,Nkayi,Zenka Rural Health Centre,Zenka - 101785 - Rural Health Centre,S8UmuTF3pVu,ZW050506
Matabeleland North,Nkayi,Nkayi,Nkayi District Hospital,Nkayi - 101275 - District Hospital,kqTqyIwwPWa,ZW05050A
Matabeleland North,Nkayi,Nkayi,Dakamela Rural Hospital,Dakamela - 100357 - Rural Hospital,t3OBvsoUoKO,ZW05050B
Matabeleland North,Nkayi,Nkayi,Mbuma Mission Hospital,Mbuma - 100998 - Mission Hospital,dhwL8YFJUKy,ZW05050C
Matabeleland North,Nkayi,Nkayi,Nesigwe Clinic,Nesigwe - 101233 - Rural Health Centre,wdGaR1C8TeZ,ZW050526
Matabeleland North,Nkayi,Nkayi,Sikobokobo,Sikobokobo - 101587 - Clinic,mnQNqs9EkZ1,ZW050528
Matabeleland North,Nkayi,Nkayi,Guwe Clinic,Guwe - 100560 - Rural Health Centre,NWqYAWOBoaJ,ZW050532
Matabeleland North,Nkayi,Nkayi,Gwelutshena Clinic,Gwelutshena - 100569 - Rural Health Centre,htw8zSoHZp1,ZW050533
Matabeleland North,Nkayi,Nkayi,Sesemba Clinic,Sesemba - 101545 - Rural Health Centre,oQY8tDXHTRv,ZW050534
Matabeleland North,Tsholotsho,Tsholotsho,Makhaza Rural Health Centre,Makaza - 100843 - Rural Health Centre,FglkSfTl6l0,ZW050603
Matabeleland North,Tsholotsho,Tsholotsho,Sodaka Rural Health Centre,Sodaka - 101611 - Rural Health centre,AwLcEg2hZca,ZW050606
Matabeleland North,Tsholotsho,Tsholotsho,Tsholotsho District Hospital,Tsholotsho - 101713 - District Hospital,enrbUoAll43,ZW05060A
Matabeleland North,Tsholotsho,Tsholotsho,Siphepha Rural Hospital,Sipepa - 101605 - Rural Hospital,d6Y01SZZoLz,ZW05060B
Matabeleland North,Tsholotsho,Tsholotsho,Phumula Mission Hospital,Pumula - 101433 - Mission Hospital,jlt9Wk07kKl,ZW05060C
Matabeleland North,Tsholotsho,Tsholotsho,Bubude Clinic,Bubude - 100096 - Clinic,Kwis9X2t9eb,ZW050625
Matabeleland North,Tsholotsho,Tsholotsho,Dlamini Clinic,Dlamini - 100396 - Council Clinic,CS6Fp5VYQVZ,ZW050626
Matabeleland North,Tsholotsho,Tsholotsho,Jimila Clinic,Jimila - 100663 - Clinic,Dm57psrUa0O,ZW050628
Matabeleland North,Tsholotsho,Tsholotsho,Madlangombe Clinic,Madlangombe - 100809 - Clinic,NfpobInYMG8,ZW050629
Matabeleland North,Tsholotsho,Tsholotsho,Nkunzi Clinic,Nkunzi - 101280 - Rural Health Centre,VqQbNnmOqPo,ZW050630
Matabeleland North,Tsholotsho,Tsholotsho,Tsholotsho Urban Clinic,Tsholotsho Urban - 101667 - Clinic,VCTLI8U4D5z,ZW050631
Matabeleland North,Tsholotsho,Tsholotsho,Samahuru Mission Clinc,Samahuru - 101513 - Clinic,IBDCM3Pjxhj,ZW050633
Matabeleland North,Tsholotsho,Tsholotsho,Mpanedziba Clinic,Mpanedziba - 101040 - Clinic,aXdklJjzRGW,ZW050697
Matabeleland North,Tsholotsho,Tsholotsho,Sikente Clinic,Sikente - 101584 - Clinic,asE3X2E5zns,ZW050698
Matabeleland North,Tsholotsho,Tsholotsho,Bemba Clinic,Bemba - 100057 - Council Clinic (New - Not Yet Open),JisbeOfzAQc,ZW050699
Matabeleland North,Umguza,Umguza,Igusi Rural Health Centre,Igusi - 100628 - Clinic,qiTBYlmXMwX,ZW050703
Matabeleland North,Umguza,Umguza,Nyamandlovu District Hospital,Nyamandlovu - 101332 - Hospital,KlK6kqKkceZ,ZW05070A
Matabeleland North,Umguza,Umguza,Lozikeyi Clinic,Lozikeyi - 100773 - Clinic,nK7XPhMtABa,ZW050724
Matabeleland North,Umguza,Umguza,Ntabazinduna Clinic,Ntabazinduna - 101300 - Clinic,Lkd1Xq1rMpo,ZW050729
Matabeleland North,Umguza,Umguza,Mbembesi Rural health Centre,Mbembesi - 100989 - Rural Health Centre,Aj4vatSkbng,ZW050733
Matabeleland North,Umguza,Umguza,Umguza Council Clinic ,Umguza Council Clinic,dBTOp92WekL,ZW050750
Matabeleland North,Umguza,Umguza,TG Silundika Clinic,T.G. Silundika - 101668 - Rural Health Centre,plc6BXsQkp0,ZW050781
Matabeleland North,Umguza,Umguza,St James Mission Clinic,St. James - 101643 - Mission Clinic,up9uWWHlf5L,ZW050791
Matabeleland North,Umguza,Umguza,Umuntu Clinic,Muntu - 101108 - Clinic,jXKl5XSgHA7,ZW050798
Matabeleland South,Mangwe,Mangwe,Mambale Clinic,Mambale - 100864 - Clinic,CoCGCYaDyfm,NICOLE
Matabeleland South,Beitbridge,Beitbridge,Majini Rural Health Centre,Majini - 100835 - Rural Health Centre,HLtonOYJwWn,ZW060104
Matabeleland South,Beitbridge,Beitbridge,Shabwe Rural Health Centre,Shabwe - 101548 - Rural Health Centre,RvZ2KNZoPql,ZW060106
Matabeleland South,Beitbridge,Beitbridge,Chaswingo Clinic,Chasvingo - 100143 - Clinic,mzisptcnWiW,ZW060125
Matabeleland South,Beitbridge,Beitbridge,Dulibadzimu Clinic,Dulibadzimu - 100423 - Clinic,cLOvKUEH5RN,ZW060126
Matabeleland South,Beitbridge,Beitbridge,Tongwe Clinic,Tongwe - 101696 - Clinic,FHW8J9cVHxt,ZW060130
Matabeleland South,Beitbridge,Beitbridge,Zezani Clinic,Zezane - 101787 - Clinic,T9MjXsATFab,ZW060131
Matabeleland South,Beitbridge,Beitbridge,Chamnangana Clinic,Chamunangana - 100132 - Clinic,OF8acIjcyKQ,ZW060177
Matabeleland South,Beitbridge,Beitbridge,Mtetengwe Clinic,Mtetengwe - 101069 - Clinic,ooCbPaLKfGV,ZW060179
Matabeleland South,Bulilima,Bulilima,Village 13 Rural Health Centre,Village 13 - 101741 - Rural Health Centre,dSsH9yE0duM,ZW060201
Matabeleland South,Bulilima,Bulilima,Huwana Clinic,Huwana - 100620 - Clinic,rkQa7RnEWDS,ZW060202
Matabeleland South,Bulilima,Bulilima,Makhulela Rural Health Centre,Makhuleka - 100846 - Clinic,QPHAMe5GEWA,ZW060204
Matabeleland South,Bulilima,Bulilima,Matjinge Rural Health Centre,Matjinge - 100955 - Rural Health Centre,ofDSu93XYEs,ZW060206
Matabeleland South,Bulilima,Bulilima,Nswazwi Rural Health Centre,Nswazwi - 101298 - Rural Health Centre,r3OGNRrJ82z,ZW060208
Matabeleland South,Bulilima,Bulilima,Lady Barring Rural Hospital,Lady Barring - 100755 - Mission Hospital,XdWdQRJn9Py,ZW06020B
Matabeleland South,Bulilima,Bulilima,Lady Stanley Rural Hospital,Lady Stanley - 100756 - Mission Hospital,Orr1ircj1n9,ZW06020C
